選挙区,議員名,ひらがな,写真,所属会派,プロフィール,URL
埼玉県,上田　　清司,うえだ　きよし,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019042.jpg,国民民主党・新緑風会,昭和２３年５月福岡県福岡市生まれ。法政大学法学部卒業、早稲田大学大学院政治学研究科修了。新自由クラブ立党に参画。同党政策委員、全国青年局長。政策科学研究所政策委員。平成５年衆議院議員に初当選し３期務める。平成１５年埼玉県知事に初当選し４期務める。この間、総務省顧問、拓殖大学大学院客員教授、内閣地域主権戦略会議委員。全国知事会東日本大震災復興協力本部長、全国知事会会長など歴任○著書「法律はお役人のメシの種」,/japanese/joho1/kousei/giin/profile/7019042.htm
埼玉県,関口　　昌一,せきぐち　まさかず,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7003005.jpg,自由民主党,昭和２８年６月４日、父・恵造（参議院議員２期１２年、元埼玉県歯科医師会会長）の長男として秩父郡皆野町に生まれる。日本大学豊山高等学校を経て、城西歯科大学（現明海大学歯学部）卒業後、両親が開業する皆野町の関口歯科医院で地域医療に携わる。埼玉県議会議員３期８年歴任。平成１５年１０月参議院補欠選挙で初当選、平成１６年７月参議院議員通常選挙にて２期目の当選。平成２２年７月参議院議員通常選挙にて３期目の当選。平成２８年７月参議院議員通常選挙にて４期目の当選。令和４年７月参議院議員通常選挙にて５期目の当選。参議院自民党国会対策委員長、参議院自民党幹事長代行、総務副大臣・内閣府副大臣、参議院自民党国会対策委員長代理、外務大臣政務官、参議院文教科学委員長、参議院自民党副幹事長、参議院自民党政策審議会副会長、自民党経済産業部会長代理等歴任○現在参議院自民党議員会長、日本歯科医師議員連盟会長,/japanese/joho1/kousei/giin/profile/7003005.htm
埼玉県,高木　　真理,たかぎ　まり,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022023.jpg,立憲民主・社民,１９６７年８月１２日、栃木県日光市生まれ。浦和市立（現・さいたま市立）常盤中学校、お茶の水女子大学附属高等学校、東京大学法学部卒業。東京銀行（現・三菱ＵＦＪ銀行）勤務、衆議院議員枝野幸男秘書を経て、２００３年４月、さいたま市議会議員（北区）初当選、以後２期連続当選。２０１１年埼玉県議会議員（さいたま市北区）初当選、以後３期連続当選。党県連政調会長。県議会会派政調会長。２０２２年参議院選挙において、埼玉県選挙区より初当選○現在党県連副代表。党埼玉県参議院選挙区第２総支部長,/japanese/joho1/kousei/giin/profile/7022023.htm
埼玉県,西田　　実仁,にしだ　まこと,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7004043.jpg,公明党,昭和３７年８月２７日東京都田無市（現西東京市）生まれ。昭和６１年３月慶應義塾大学経済学部卒業○昭和６１年４月（株）東洋経済新報社入社。「会社四季報」記者、「週刊東洋経済」副編集長を経て、平成１５年４月退職○参議院憲法審査会幹事、公明党選挙対策委員長、同税制調査会会長、同参議院会長、同関東方面本部長、同埼玉県本部代表○著書「日本元気宣言」ほか,/japanese/joho1/kousei/giin/profile/7004043.htm
千葉県,石井　　準一,いしい　じゅんいち,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007007.jpg,自由民主党,昭和３２年１１月２３日茂原市生まれ、千葉県立長生高等学校卒○代議士秘書を経て昭和６２年２９歳で千葉県議会議員に当選、連続５期。以来、県常任委員会にて農林水産委員長、商工労働社会委員長、土木副委員長、総務企画副委員長、党にて県連総務会長を歴任。平成１９年参議院議員に初当選○【参議院】予算委員長、国交委員長、憲法審査会会長、議運理事、厚労理事を歴任【党】幹事長代理、選対委員長代理、国対副委員長、党副幹事長を歴任○現在議院運営委員長、環境委員会委員,/japanese/joho1/kousei/giin/profile/7007007.htm
千葉県,豊田　　俊郎,とよだ　としろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013036.jpg,自由民主党,昭和２７年８月２１日千葉県八千代市生まれ。昭和４７年中央工学校卒業。昭和４９年豊田俊郎土地家屋調査士事務所設立。平成１１年千葉県議会議員に初当選。平成１５年千葉県八千代市長に初当選、以降連続３期当選。平成２５年７月第２３回参議院議員通常選挙千葉県選挙区から立候補し初当選○国土交通委員会筆頭理事、憲法審査会幹事、内閣府大臣政務官、党憲法改正推進本部事務局次長、法務・国土交通副部会長、財政金融委員長○現在国土交通副大臣、国土交通委員、国家基本政策委員、東日本大震災復興特別委員、ＰＦＩ推進特命委員会事務局次長、宇宙・海洋開発特別委員会幹事、所有者不明土地等に関する特命委員会事務局長代理、所有者不明土地問題に関する議員懇談会事務局長,/japanese/joho1/kousei/giin/profile/7013036.htm
千葉県,長浜　　博行,ながはま　ひろゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007041.jpg,各派に属しない議員,１９５８年１０月２０日東京都生まれ、芝学園（芝中学校・芝高等学校）を経て早稲田大学政治経済学部卒業（在学中は応援部所属）。松下政経塾第２期生。細川護熙参議院議員（元首相）公設第一秘書。１９９３年第４０回総選挙で衆議院議員初当選。民主党千葉県総支部連合会（千葉県連）代表等を歴任。２００７年第２１回参議院選挙で初当選。２００９年鳩山内閣で厚生労働副大臣に就任、２０１０年菅内閣で厚生労働副大臣に再任、２０１１年野田内閣で内閣官房副長官に就任、２０１２年環境大臣・原発事故の収束及び再発防止担当大臣・内閣府特命担当大臣、２０１３年第２３回参議院選挙で再選、国家基本政策委員長、国土交通委員長を歴任。２０１９年第２５回参議院選挙で再選。立憲民主党参議院議員会長、環境委員長に就任○現在参議院副議長○衆議院議員当選４回,/japanese/joho1/kousei/giin/profile/7007041.htm
千葉県,猪口　　邦子,いのぐち　くにこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010009.jpg,自由民主党,１９５２年千葉県市川市生まれ。桜蔭中学・高校、米コンコードアカデミー高校を経て、７５年上智大学卒業。８１年上智大学助教授。８２年米エール大学政治学博士課程修了。政治学で博士号（Ｐｈ．Ｄ．）取得。８３年ハーバード大学国際問題研究所客員研究員。９０年上智大学教授。９４～９６年防衛問題懇談会委員。９６～９８年行政改革会議委員。２００２～０４年軍縮会議日本政府代表部特命全権大使（ジュネーブ）。０３年軍縮会議（ジュネーブ）議長。同年国連第１回小型武器中間会合議長。０５～０９年衆議院議員。０５～０６年内閣府特命担当大臣（少子化・男女共同参画）。０５～１４年日本学術会議会員（政治学）。１０年第２２回参議院通常選挙にて千葉県選挙区から当選。１３年～上智大学名誉教授○現在外交・安全保障に関する調査会長○受賞歴、吉野作造賞、ＮＨＫ「青年の主張」全国最優秀賞○主な著書『戦争と平和』（東京大学出版会）『くにこｉｓｍ』（西村書店）『ポスト覇権システムと日本の選択』（筑摩書房）,/japanese/joho1/kousei/giin/profile/7010009.htm
千葉県,臼井　　正一,うすい　しょういち,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022007.jpg,自由民主党,昭和５０年１月８日千葉県習志野市生まれ。日本大学文理学部卒業。株式会社オリエンタルランド勤務。千葉県議会議員５期。公益財団法人千葉県肢体不自由児協会理事長、千葉県野球協会会長、稲毛浅間神社責任役員総代、千葉県トライアスロン連合会長、千葉県バウンドテニス協会会長、千葉県綱引連盟会長、千葉県バトン協会会長、ちば海浜スポーツ連盟会長、千葉県自衛隊協力会連合会青年部会副会長、千葉市消防団第１８分団２部所属、公益社団法人千葉青年会議所ＯＢ特別会員、千葉ネオライオンズクラブ所属,/japanese/joho1/kousei/giin/profile/7022007.htm
千葉県,小西　　洋之,こにし　ひろゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010024.jpg,立憲民主・社民,１９７２年１月２８日、徳島県徳島市生まれ。徳島大学医学部中退。東京大学教養学部卒業。米コロンビア大学国際公共政策大学院修了、東京大学医療政策人材養成講座修了（優秀賞）。郵政省入省後、総務省放送政策課、同政治資金課、経済産業省情報政策課、農林水産省野菜課などで課長補佐等を歴任。東日本大震災復興特別委員会理事、環境委員会理事、厚生労働委員会委員、平和安全法制特別委員会委員、裁判官弾劾裁判所裁判員、沖縄北方問題特別委員長等を歴任○現在憲法審査会筆頭幹事、外交防衛委員会筆頭理事、政治倫理の確立及び選挙制度に関する特別委員会委員、裁判官弾劾裁判所裁判員○著書「いじめ防止対策推進法の解説と具体策」（２０１４　ＷＡＶＥ　出版）「私たちの平和憲法と解釈改憲のからくり」（２０１５　８月書館）、共著「平和憲法の破壊は許さない」等,/japanese/joho1/kousei/giin/profile/7010024.htm
東京都,音喜多　　駿,おときた　しゅん,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019010.jpg,日本維新の会,１９８３年９月２１日、東京都北区生まれ。私立海城中・高校を経て、２００６年早稲田大学政治経済学部政治学科卒業。ＬＶＭＨモエヘネシー・ルイヴィトングループに勤務。２０１３年６月、東京都議会議員選挙に初当選し、２期務める。２０１９年７月、日本維新の会より参議院議員選挙東京都選挙区に出馬し、参議院議員に○日本維新の会政調会長。東京維新の会幹事長○ネットを中心とした積極的な情報発信を行い、ブログを３６５日更新する通称「ブロガー議員」○主な著作に「ギャル男でもわかる政治の話」「東京都の闇を暴く」など○趣味はストリートダンス、中国武術、マラソン○　ｈｔｔｐｓ：／／ｏｔｏｋｉｔａｓｈｕｎ．ｃｏｍ／,/japanese/joho1/kousei/giin/profile/7019010.htm
東京都,吉良　よし子[吉良　　佳子],きら　よしこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013017.jpg,日本共産党,１９８２年９月高知県高知市に生まれる。２００１年３月高知県立追手前高校卒。２００５年３月早稲田大学第一文学部総合人文学科卒。同年４月都内の印刷会社に就職、企業の社会的責任（ＣＳＲ）報告書作成の支援と研究の仕事に携わる。２０１３年の参院選で初当選、総務委員会や文教科学委員会、予算委員会などに所属。違法な働かせ方を強いる悪質な企業名公表を実現するなど、ブラック企業の告発、追及を行った。また、就職活動中にうけたセクハラについての相談窓口を都道府県労働局につくらせる。大学などの授業料の値下げや奨学金返済猶予期間の延長、教職員の超長時間労働解消、フリーランスの保護、人権侵害の校則の実態告発などを行う○現在文教科学委員、決算委員○共著に「コーポレートガバナンス報告書分析と実務―記載事例を徹底分析」,/japanese/joho1/kousei/giin/profile/7013017.htm
東京都,塩村　あやか[塩村　文夏],しおむら　あやか,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019020.jpg,立憲民主・社民,昭和５３年７月６日、広島県福山市に被爆二世として生まれる。共立女子短期大学卒業、ＡｕｓｔｒａｌｉａｎＳｃｈｏｏｌ　ｏｆ　Ｔｏｕｒｉｓｍ　ａｎｄ　Ｈｏｔｅｌ　Ｍａｎａｇｅｍｅｎｔ　修了、中央大学法学部通信教育課程在学中。放送作家として「シューイチ」などを担当。平成２５年東京都議会議員に初当選。令和元年第２５回参議院議員通常選挙にて東京都選挙区で初当選○現在予算委員会、内閣委員会、政府開発援助等及び沖縄・北方問題に関する特別委員会の各委員、外交・安全保障に関する調査会理事,/japanese/joho1/kousei/giin/profile/7019020.htm
東京都,武見　　敬三,たけみ　けいぞう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5995043.jpg,自由民主党,１９５１年１１月５日東京都港区生まれ。７４年慶應義塾大学法学部政治学科卒業、７６年同大学法学研究科修士課程修了、法学修士取得。８０年東海大学政治経済学部政治学科助手、８７年助教授、９５年教授就任。同年参議院議員に初当選。現在５期目。８４年～８７年、テレビ朝日ＣＮＮデイウォッチ、モーニングショーのキャスターを務める。現在、自民党コロナ対策本部長代理、国際保健戦略特別委員長、日本国際交流センターシニアフェロー、長崎大学、身延山大学客員教授。外務政務次官、参議院外交防衛委員長、厚生労働副大臣を歴任。国連事務総長の下で国連保健従事者の雇用と経済成長に関するハイレベルパネル委員、国連制度改革委員会委員、同じく母子保健改善のための委員会委員、世界保健機関（ＷＨＯ）研究開発資金専門家委員会委員を務め、２０１９年ＷＨＯ親善大使に就任。２００７年から２００９年までハーバード大学公衆衛生大学院研究員,/japanese/joho1/kousei/giin/profile/5995043.htm
東京都,丸川　　珠代[大塚　　珠代],まるかわ　たまよ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007058.jpg,自由民主党,昭和４６年１月１９日兵庫県に生まれる。平成５年、東京大学経済学部卒業。同年、（株）テレビ朝日入社。平成１９年、依願退職。同年７月東京選挙区より参議院議員に初当選○党女性局長、厚生労働大臣政務官、党厚生労働部会長、厚生労働委員長、環境大臣・内閣府特命担当大臣（原子力防災）、東京オリンピック・パラリンピック競技大会担当大臣、北朝鮮による拉致問題等に関する特別委員長、党環境・温暖化対策調査会長、党広報本部長、東京オリンピック・パラリンピック競技大会担当大臣・内閣府特命担当大臣（男女共同参画）・女性活躍担当大臣等を歴任○現在参議院自由民主党幹事長代行、都連会長代行兼女性局長,/japanese/joho1/kousei/giin/profile/7007058.htm
東京都,山口　那津男,やまぐち　なつお,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7001049.jpg,公明党,昭和２７年７月１２日茨城県ひたちなか市に生まれる。茨城県立水戸第一高等学校を経て同５３年東京大学法学部卒業○昭和５７年４月弁護士登録（東京弁護士会）。同６３年日弁連調査室嘱託。平成２年２月から同８年１０月まで衆議院議員を２期６年半務める。同５年８月より同６年５月まで防衛政務次官。平成１３年より参議院議員、行政監視委員長、党国対委員長及び政調会長等を歴任○現在外交防衛委員会、国家基本政策委員会各委員、公明党代表,/japanese/joho1/kousei/giin/profile/7001049.htm
東京都,朝日　健太郎,あさひ　けんたろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016004.jpg,自由民主党,昭和５０年９月熊本生まれ、法政大卒、サントリー株式会社入社、五輪日本代表、ＮＰＯ法人理事長、早稲田大学社会人修士課程修了、平成２８年参議院議員初当選、国土交通委員会理事、国土交通大臣政務官○現在予算委員会委員、環境委員会理事、外交・安全保障に関する調査会理事、政府開発援助等及び沖縄・北方問題に関する特別委員会委員、党青年局顧問、党国土交通部会長代理、党環境関係団体委員長、党参議院政策審議会副会長,/japanese/joho1/kousei/giin/profile/7016004.htm
東京都,生稲　　晃子[佐山　　晃子],いくいな　あきこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022004.jpg,自由民主党,昭和４３年４月２８日東京都世田谷区生まれ、小金井市育ち。私立吉祥女子高等学校を経て、恵泉女学園短期大学英文科卒業。昭和６１年芸能界デビュー、俳優・タレントとして活動。平成２８年内閣府「働き方改革実現会議／働き方改革フォローアップ会合」民間議員。平成２９年厚生労働省「がん対策推進企業アクション」アドバイザリーボードメンバー。平成３１年内閣府「ＤＶ等被害者のための民間シェルター等に対する支援の在り方に関する検討会」委員。令和２年がん対策推進企業アクション女性会議「Ｗｏｒｋｉｎｇ　ＲＩＢＢＯＮ」オフィシャルサポーター。令和４年７月参議院議員初当選○現在参議院厚生労働委員会委員○参議院自民党国会対策委員会委員○自民党女性局次長,/japanese/joho1/kousei/giin/profile/7022004.htm
東京都,竹谷　とし子[菊地　とし子],たけや　としこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010033.jpg,公明党,１９６９年北海道標津町生まれ。創価大学卒。公認会計士。税理士、行政書士。監査法人、ＩＴ系コンサルティング会社執行役員を経て、１０年東京選挙区から初当選。女性国会議員唯一の公認会計士として特別会計の積立金見直しで年７００億円超の税のムダ削減や、国連のＳＤＧｓで言及された食品ロス・廃棄を削減し、あわせてフードバンクを支援するための「食品ロス削減推進法」成立を推進○財務大臣政務官、参院災害対策特別委員長、総務委員長、法務委員長等を歴任○現在復興副大臣、党女性局長、党都本部副代表、食品ロス削減及びフードバンク支援を推進する議員連盟事務局長,/japanese/joho1/kousei/giin/profile/7010033.htm
東京都,山添　　　拓,やまぞえ　たく,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016042.jpg,日本共産党,１９８４年１１月２０日京都府向日市生まれ。京都市立堀川高等学校、東京大学法学部卒業、早稲田大学大学院法務研究科修了。２０１０年、司法試験合格。最高裁判所司法研修所新第６４期。２０１１年、弁護士登録。東京法律事務所入所、現在、山添拓法律事務所○学生時代、学生自治会による学費値上げに反対する運動、都内の学生９条の会によるイベント「Ｐｅａｃｅ　Ｎｉｇｈｔ　９」の実行委員などに参加。司法修習生の給費制復活を求める「ビギナーズ・ネット」でも活動。弁護士登録後、福島第一原発事故の被害賠償を求める弁護団、過労死弁護団、首都圏青年ユニオン弁護団、国公労連賃下げ違憲訴訟弁護団などに加わる○自由法曹団、日本労働弁護団、青年法律家協会に所属。明日の自由を守る若手弁護士の会会員○２０１６年参院選挙に立候補（東京都選挙区）、初当選○外交防衛委員、予算委員会委員、憲法審査会幹事、国民生活・経済及び地方調査会理事,/japanese/joho1/kousei/giin/profile/7016042.htm
東京都,山本　　太郎,やまもと　たろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013062.jpg,れいわ新選組,昭和４９年１１月２４日、兵庫県宝塚市生まれ。宝塚市中山桜台小学校、私立箕面自由学園中学校卒業。箕面自由学園高等学校中退。芸能界入りし、俳優として活躍。平成２３年の福島第一原発事故を契機に脱原発・脱被ばくの姿勢を鮮明にし、所属事務所を辞めフリーに。一度の衆院選落選を経て、平成２５年７月参議院東京選挙区に無所属で出馬し初当選。平成２８年１０月、自由党共同代表に。平成３１年４月れいわ新選組を立ち上げ、積極財政への転換を訴え同年７月に挑戦。本人は惜敗するも２人の議員を誕生させ、政党要件を獲得。令和３年衆院選で比例代表に自身を含めて３人が当選。令和４年参院選に挑戦するために議員辞職。同選挙で自身を含め合計３人の新人議員を当選させ、衆参で勢力を拡大中○れいわ新選組代表○著書『山本太郎　闘いの原点』○衆院当選１回,/japanese/joho1/kousei/giin/profile/7013062.htm
東京都,蓮　　　　舫[齊藤　　蓮舫],れん　ほう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7004060.jpg,立憲民主・社民,１９６７年１１月２８日、東京都生まれ。９０年、青山学院大学法学部卒業。司会やレポーターなどの仕事を経て、報道キャスターに。９５年から９７年まで北京大学に留学。中国語や中国の文化、政治経済を勉強。帰国後、出産育児と同時にテレビ・ラジオヘの出演や講演、執筆活動で活躍。元内閣府特命担当大臣（行政刷新担当、公務員制度改革担当、消費者・食品安全、共生社会政策、新しい公共、少子化対策、男女共同参画）○元民進党代表○元立憲民主党代表代行○現在参議院国土交通委員長,/japanese/joho1/kousei/giin/profile/7004060.htm
神奈川県,佐々木さやか[山口　さやか],ささき　さやか,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013023.jpg,公明党,昭和５６年１月１８日青森県八戸市生まれ○創価大学法学部卒業同大学法科大学院修了○弁護士○元文部科学大臣政務官○参議院法務委員会委員、同議院運営委員会理事、同憲法審査会委員○公明党参議院国会対策筆頭副委員長○公明党女性委員会副委員長、同青年委員会副委員長、同広報委員会宣伝局長、同中央会計監査委員○公明党神奈川県本部副代表○法務博士○著書「まっすぐ見つめ、まっすぐ進む。」,/japanese/joho1/kousei/giin/profile/7013023.htm
神奈川県,島村　　　大,しまむら　だい,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013027.jpg,自由民主党,昭和３５年８月１１日、千葉県市川市生まれ。日本大学第二高等学校を経て、昭和６０年東京歯科大学卒業。卒業後、同大学歯科補綴学第３講座に入局し、歯科医療に携わる。平成２年に退職、横浜市保土ヶ谷区にて歯科クリニックを開業し、歯科医師として活動。平成１７年４月、神奈川県歯科医師連盟理事長就任、平成２３年４月、日本歯科医師連盟理事長就任。平成２５年７月、参議院通常選挙神奈川県選挙区より自民党公認候補として初当選、平成２９年９月厚生労働委員長就任。令和３年１０月厚生労働大臣政務官兼内閣府大臣政務官就任○現在厚生労働委員会筆頭理事、予算委員,/japanese/joho1/kousei/giin/profile/7013027.htm
神奈川県,牧山　ひろえ[牧山　　弘惠],まきやま　ひろえ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007055.jpg,立憲民主・社民,１９６４年９月２９日生まれ。１９８７年、国際基督教大学（ＩＣＵ）教養学部語学科卒業後、ＴＢＳに入社しディレクターとして勤務。同社退社後、渡米。１９９１年米国のトーマス・クーリー法科大学院修了。同年ニューヨークのマークス村瀬法律事務所にて勤務。１９９３年米国司法試験に合格（ニューヨーク州、コネチカット州）後、松竹（株）（同年にハリウッドのワーナー・ブラザースに出向）、１９９５年ポリグラム（株）、１９９６年夫の転勤に伴いニューヨークのハッシー法律事務所、２００４年ソニーピクチャーズエンタテインメント（法務部シニア・マネージャー）などで勤務。２００７年７月、参議院議員選挙にて初当選。２０１９年三度目の当選を果たす。倫理選挙特別委員長や環境委員長等を歴任。二児の母親○現在法務委員会野党筆頭理事、議院運営委員会委員、議院運営委員会図書館運営小委員長、情報監視審査会委員、立憲民主党参議院議員会長代行,/japanese/joho1/kousei/giin/profile/7007055.htm
神奈川県,浅尾　慶一郎,あさお　けいいちろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5998003.jpg,自由民主党,昭和３９年２月１１日東京生まれ。昭和５８年神奈川県私立栄光学園高等学校卒業。昭和６２年東京大学法学部卒業。同年（株）日本興業銀行入行。平成４年米国スタンフォード大学経営大学院卒業（ＭＢＡ）。平成１０年参議院議員（神奈川選挙区）初当選、平成１６年参議院議員（神奈川選挙区）２期目当選、参議院財政金融委員長、外交防衛委員会筆頭理事を務める。平成２１年衆議院議員（比例区南関東ブロック）初当選、衆議院予算委員会委員、決算行政監視委員会委員を務める。平成２９年無所属で出馬するも落選。平成３０年４月より玉川大学経営学部国際経営学科非常勤講師。令和４年参議院議員（神奈川選挙区）当選。スイスの民間経済研究機関「世界経済フォーラム（ＷＥＦ）」より次世代の世界を担う「若き国際的指導者（Ｙｏｕｎｇ　Ｇｌｏｂａｌ　Ｌｅａｄｅｒｓ）」に選出,/japanese/joho1/kousei/giin/profile/5998003.htm
神奈川県,松沢　　成文,まつざわ　しげふみ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013050.jpg,日本維新の会,１９５８年４月２日神奈川県川崎市生まれ。１９８２年３月慶應義塾大学法学部政治学科卒業。１９８２年（財）松下政経塾に第３期生として入塾。１９８４年米国連邦下院議員のスタッフとして活動。１９８７年神奈川県議会議員に立候補、県政史上最年少議員として初当選。１９９１年同２期目当選。１９９３年衆議院議員に初当選。１９９６年同２期目当選。２０００年同３期目当選。２００３年神奈川県知事に就任。２００７年同２期目就任。知事多選禁止条例や受動喫煙防止条例の制定等、２期８年間で自ら掲げたマニフェストの約８割を達成。２０１３年参議院議員に当選。現在聖マリアンナ医科大学客員教授、神奈川大学法学部非常勤講師、一般社団法人首都圏政策研究所代表理事等を務める○著書「ＪＴ、財務省、たばこ利権」「教養として知っておきたい二宮尊徳」「始動！江戸城天守閣再建計画」「横浜を拓いた男たち」「北条五代、奇跡の１００年」他多数,/japanese/joho1/kousei/giin/profile/7013050.htm
神奈川県,三浦　　信祐,みうら　のぶひろ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016036.jpg,公明党,１９７５年３月５日、宮城県仙台市生まれ。福島県立福島高等学校卒業、千葉工業大学工学部卒業○１９９７年防衛庁入庁、防衛大学校教官着任。２００３年東京工業大学にて博士（工学）号取得。２００７年防衛大学校助教、同年同講師、２０１２年同准教授。専門は金属工学。先進発電機器材料の国際会議で、最も優れた発表者に贈られる「ベストポスター賞」を連続受賞（０２年・０６年）。２０１６年７月参議院議員選挙にて神奈川選挙区で初当選○現在災害対策特別委員長、内閣委員会委員、決算委員会委員、党青年局長、東海道方面幹事長、神奈川県本部代表、ロボット産業推進議員連盟会長○著書「未来をつくる、新しい風」,/japanese/joho1/kousei/giin/profile/7016036.htm
神奈川県,三原 じゅん子[中根　　順子],みはら　じゅんこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010048.jpg,自由民主党,昭和３９年９月１３日東京都板橋区生まれ。明治大学付属中野高等学校中退、元女優。平成２２年７月参議院全国比例区にて初当選。参議院政府開発援助等及び沖縄・北方問題に関する特別委員長、消費者問題に関する特別委員長、厚生労働委員長、予算委員会理事、厚生労働委員会理事、環境委員会理事、北朝鮮による拉致問題等に関する特別委員会理事、厚生労働副大臣、内閣府大臣補佐官、自由民主党女性局長、自由民主党神奈川県参議院選挙区第４支部長、自由民主党神奈川県支部連合会常任顧問、自由民主党婚活・ブライダル振興議員連盟会長、自由民主党どうぶつ愛護議員連盟幹事長兼事務局長、自由民主党オートバイ議員連盟事務局長、自由民主党二輪車問題対策ＰＴ座長、自由民主党モータースポーツ振興議員連盟幹事長、自由民主党知的障がい者の明日を考える議員連盟幹事長、平成２８年・令和４年７月参議院神奈川選挙区にて当選,/japanese/joho1/kousei/giin/profile/7010048.htm
神奈川県,水野　　素子,みずの　もとこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022038.jpg,立憲民主・社民,１９７０年（昭和４５年）４月９日富山県下新川郡朝日町生まれ。埼玉県久喜市にて育つ。東京学芸大学附属高校を経て、平成６年東京大学法学部を卒業し、旧宇宙開発事業団（現宇宙航空研究開発機構（ＪＡＸＡ））に入社。２８年間勤め、国際宇宙ステーション計画をはじめ、産業振興のための法政策立案や国際交渉などに携わる。その間、平成９年外務省に出向。また、オランダ・ライデン大学で国際法修士号を取得し、東京大学、慶應大学の非常勤講師を務める。航空宇宙学会では宇宙法政策委員長（初代）および男女共同参画に関する委員を務める。平成２２年より中小企業診断士。令和元年国民民主党東京都参議院選挙区第１総支部長、令和２年国民民主党（後に野党合流に伴い立憲民主党）東京都第１６区総支部長、令和４年立憲民主党神奈川県参議院選挙区第４区総支部長就任○著書（共著）「宇宙ビジネスのための宇宙法入門」,/japanese/joho1/kousei/giin/profile/7022038.htm
新潟県,打越　さく良[村木　さく良],うちこし　さくら,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019006.jpg,立憲民主・社民,１９６８年１月北海道旭川市生まれ。お茶の水女子大学附属高等学校卒業、東京大学教養学部及び教育学部卒業。東京大学大学院教育学研究科博士課程中途退学。２０００年弁護士登録（第二東京弁護士会）。２０１９年新潟県弁護士会に登録替え○医学部入試における女性差別対策弁護団共同代表、第１次夫婦別姓訴訟弁護団事務局長、第２次夫婦別姓訴訟弁護団副団長、児童相談所嘱託弁護士、日本司法支援センター嘱託弁護士等を務めてきた○単著に「第３版ＤＶ事件の実務　相談から保護命令・離婚事件まで」、「レンアイ、基本のキ　好きになったら何でもＯＫ？」、「なぜ妻は突然、離婚を切り出すのか」、共著に「右派はなぜ家族に介入したがるのか」、「司法の現場で働きたい！弁護士・裁判官・検察官」、「私にとっての憲法」,/japanese/joho1/kousei/giin/profile/7019006.htm
新潟県,小林　　一大,こばやし　かずひろ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022018.jpg,自由民主党,昭和４８年６月１２日、新潟県新潟市生まれ。新潟県立新潟高等学校、東京大学経済学部経済学科卒業。平成９年４月、現東京海上日動火災保険株式会社入社。平成１７年３月同社退社。平成１７年４月朝日観音普談寺副住職就任。平成１９年４月３０日新潟県議会議員（新潟市秋葉区選出）に初当選し、以降、連続４期当選。自民党新潟県連では政務調査会長を務め新潟県いじめ等の対策に関する条例などの議員提案条例制定に尽力。令和４年７月１０日執行の第２６回参議院議員通常選挙に新潟県選挙区から立候補し初当選,/japanese/joho1/kousei/giin/profile/7022018.htm
