選挙区,議員名,ひらがな,写真,所属会派,プロフィール,URL
富山県,堂故　　　茂,どうこ　しげる,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013035.jpg,自由民主党,昭和２７年８月７日富山県氷見市生まれ○富山県立高岡高校を経て、昭和５４年慶應義塾大学経済学部卒業○同年トナミ運輸株式会社入社、衆議院議員綿貫民輔秘書、平成３年富山県議会議員（２期７年）、平成１０年氷見市長（４期１５年）、観光カリスマ○平成２５年７月参議院議員に初当選、参議院総務・文教科学・農林水産各委員会理事、文部科学大臣政務官、自由民主党副幹事長、参議院農林水産委員長○現在参議院農林水産委員会筆頭理事、参議院自由民主党政策審議会副会長,/japanese/joho1/kousei/giin/profile/7013035.htm
富山県,野上　浩太郎,のがみ　こうたろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7001037.jpg,自由民主党,昭和４２年５月２０日富山市に生まれる○富山県立富山高等学校を経て、平成４年慶應義塾大学商学部（国際経済専攻）を卒業○同年三井不動産株式会社に入社。○平成１１年富山県議会議員に初当選○平成１３年参議院議員初当選○平成１７年財務大臣政務官○平成２３年文教科学委員長○平成２５年国土交通副大臣○その他、憲法審査会筆頭幹事、決算委員会筆頭理事、財政金融委員会筆頭理事、予算委員会理事等、党においては副幹事長、国土交通部会長代理、経済産業部会副部会長等を歴任○平成２６年、２７年議院運営委員会筆頭理事○平成２８年、２９年、３０年内閣官房副長官○令和２年農林水産大臣、自民党富山県支部連合会会長○令和元年、３年参議院自民党幹事長代行○令和４年参議院自民党国会対策委員長に就任,/japanese/joho1/kousei/giin/profile/7001037.htm
石川県,宮本　　周司,みやもと　しゅうじ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013053.jpg,自由民主党,昭和４６年３月２７日石川県能美市生まれ。平成７年東京経済大学卒○大学卒業後、国税庁醸造研究所にて醸造学や技術を修得。平成１２年株式会社宮本酒造店代表取締役就任。地域資源活用や農商工連携、資源循環や地産地消を推進し、同時に、自らも杜氏として酒造りにあたる。平成１９年石川県商工会青年部連合会会長就任。平成２１年全国商工会青年部連合会会長就任。平成２３年全国商工会青年部連合会相談役就任。平成２４年中小企業庁小さな企業未来会議草の根委員会委員長就任。平成２５年全国商工会連合会顧問就任。参議院経済産業委員会筆頭理事。経済産業大臣政務官。自由民主党経済産業部会部会長代理、中小企業・小規模事業者政策調査会事務局長代理,/japanese/joho1/kousei/giin/profile/7013053.htm
石川県,岡田　　直樹,おかだ　なおき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7004012.jpg,自由民主党,昭和３７年６月９日石川県金沢市生まれ。金沢大学附属高を経て同６１年東京大学文学部卒業。東京大学法学部に学士入学し平成元年卒業○同年北國新聞社に入社し、政治部記者、論説委員等を歴任。北朝鮮で拉致問題を取材し政治を志した○１４年３月石川県議会補欠選挙当選○１６年７月参議院議員初当選。外交、安全保障に取り組み、自民党新憲法草案の起草にも加わった○１９年から議運理事、国対副委員長としてねじれ国会の正常化に奔走○２０年８月国土交通大臣政務官。ソマリア沖海賊対策や整備新幹線推進に注力○２３年１０月国土交通委員長。東日本大震災の復旧・復興に当たる○２４年１０月議運筆頭理事○２５年１０月から参院自民党国対委員長代理。党整備新幹線等鉄道調査会幹事長も務める○２７年１０月財務副大臣○２９年８月参院自民党幹事長代行○令和元年９月内閣官房副長官（安倍・菅内閣）○３年９月参院自民党国会対策委員長○４年８月内閣府特命担当大臣,/japanese/joho1/kousei/giin/profile/7004012.htm
福井県,滝波　　宏文,たきなみ　ひろふみ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013032.jpg,自由民主党,昭和４６年１０月２０日福井県生まれ。福井県立大野高校・東京大学法学部卒。シカゴ大院修了、公共政策学修士（ＭＰＰ）。早稲田大院修了、博士（ＰｈＤ）。米国公認会計士。平成６年大蔵省入省。約２０年の中央省庁勤務の間、内閣参事官補佐や、財務省の主計局主査、人事企画室長、広報室長など歴任。スタンフォード大学客員研究員も務める。平成２４年末財務省退官、ふるさと福井に戻り、２５年参議院議員初当選。令和元年再選。経産大臣政務官、総務委／経産委／資源エネルギー調査会　筆頭理事、予算委理事、党　原子力規制特委幹事長、税制調査会幹事、青年局長代理、経産部会長代理、財金／環境／国交副部会長、参院党国対副委員長、政審副会長等歴任○現在拉致問題特委筆頭理事、党水産部会長、農林調査会幹事、与党新幹線ＰＴ委員、恐竜議連／障害児者情報コミュニケーション議連／「あなたの街にも国宝を」議連／最新型原子力リプレース議連　事務局長。信条は、勤勉・正直・感謝,/japanese/joho1/kousei/giin/profile/7013032.htm
福井県,山崎　　正昭,やまざき　まさあき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5992051.jpg,自由民主党,昭和１７年５月２４日福井県に生まれ、同４０年３月日本大学法学部政治経済学科卒業○昭和５０年２月大野市議会議員、同５４年福井県議会議員、福井県議会議長、自民党福井県連会長○平成４年参議院議員に当選、大蔵政務次官、議院運営委員長、武力攻撃事態に関する特別委員長、内閣官房副長官、政府開発援助（ＯＤＡ）等に関する特別委員長、参議院自由民主党幹事長、参議院副議長、参議院議長を歴任○オーストラリア、シンガポール、フィリピン、アメリカ、カナダ、シリア、エジプト、東欧、北欧、北朝鮮、ブラジル、バルト三国、メキシコ、パナマ、ベトナムを歴訪○現在福井県土地改良事業団体連合会長、福井県スキー連盟会長、参議院モンゴル議員連盟会長、成田山奉山会第７代会長、昭和聖徳記念財団副会長,/japanese/joho1/kousei/giin/profile/5992051.htm
山梨県,森屋　　　宏,もりや　ひろし,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013055.jpg,自由民主党,昭和３２年７月２１日山梨県都留市生まれ。昭和５５年北海道教育大学教育学部卒業。平成２６年山梨学院大学大学院修了。修士論文「二元代表制の可能性」執筆○都留青年会議所理事長、学校法人ひまわり幼稚園園長・理事長に就任○平成１１年山梨県議会議員に当選（４期）、山梨県議会議長。山梨県ドクターヘリ研究会会長として県内運航を実現○平成２５年７月参議院議員に当選○総務大臣政務官、参議院内閣委員長、参議院総務委員会・財政金融委員会・決算委員会理事、自民党副幹事長、自民党組織運動本部副本部長、自民党選挙対策委員会副委員長、参議院自民党国会対策副委員長○現在参議院内閣委員会理事、自民党政務調査会内閣第１部会長、参議院自民党政策審議会副会長、自民党山梨県連会長,/japanese/joho1/kousei/giin/profile/7013055.htm
山梨県,永井　　　学,ながい　まなぶ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022030.jpg,自由民主党,昭和４９年５月７日生まれ。山梨大学教育学部附属小・中学校、山梨県立甲府西高等学校、國學院大学法学部法律学科卒業。株式会社エフエム富士（県政記者・番組制作）、衆議院議員横内正明事務所（公設・私設秘書）○平成２３年山梨県議会議員に当選（３期）。県監査委員、総務委員長、農政産業観光委員長、決算委員長を歴任。また特別委員長として「やまなし子ども子育て支援条例」、「やまなし子ども条例」を議員提案で成立させる○平成２４年から自民党山梨県連青年局長を８年務め、その後広報委員長などを歴任○令和４年７月第２６回参議院議員選挙にて初当選,/japanese/joho1/kousei/giin/profile/7022030.htm
長野県,羽田　　次郎,はた　じろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7021002.jpg,立憲民主・社民,昭和４４年９月７日、東京都生まれ。昭和６３年フランス・アルザス成城学園高等学校を第１期生として卒業。同年アメリカ・ノースカロライナ州ウェイクフォレスト大学へ留学。平成８年衆議院議員羽田孜秘書。地元の上田事務所では後援会活動や地域で行われた各種選挙のサポートを、東京事務所では代議士の日々の政治活動を支えた。代議士引退の翌年、平成２５年フェザーフィールド株式会社設立。代表取締役就任。東アジア・東南アジアを中心に企業の海外事業支援、ＩＴ事業支援等を行う。また、マーケティング会社等の経営支援及び人材育成に携わる。平成２９年第４８回衆議院選挙に東京選挙区比例代表で出馬するも落選。令和３年４月２５日、兄羽田雄一郎の新型コロナウィルス感染症による死去に伴う参議院補欠選挙にて初当選○現在党政調会長補佐、外交防衛委員会、決算委員会、消費者問題特別委員会、外交安全保障調査会各委員,/japanese/joho1/kousei/giin/profile/7021002.htm
長野県,杉尾　　秀哉,すぎお　ひでや,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016023.jpg,立憲民主・社民,１９５７年９月３０日、福岡県北九州市生まれ。兵庫県立加古川東高校、東京大学文学部社会学科卒。１９８１年４月、（株）東京放送入社。以来、報道局社会部、政治部などテレビ報道の最前線に従事。１９９３年４月より「ニュースの森」キャスター就任。その後外信部ワシントン支局長、社会部長などの役職をはさみ「朝ズバ」「ひるおび」「Ｎスタ」などＴＢＳ―ＪＮＮ系列の報道情報番組等に、報道局解説専門記者室長として多数出演。２０１５年１２月３１日付で（株）ＴＢＳテレビを退社。ＴＢＳ在職中は年間２００回程度の講演会を開く一方、ＪＦ（全漁連）企画委員、日本記者クラブ企画委員、マニフェスト大賞審査委員など数多くの役職をこなした。また、東日本大震災関連のＮＰＯ活動や、関西学院大学総合政策学部特別客員教授として後輩の育成にもあたって来た,/japanese/joho1/kousei/giin/profile/7016023.htm
岐阜県,大野　　泰正,おおの　やすただ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013013.jpg,自由民主党,昭和３４年５月生まれ。本籍は岐阜県山県郡美山町（現山県市）○慶應義塾大学法学部政治学科卒業後、昭和５７年全日本空輸（株）に勤務。平成２年より運輸大臣秘書官、参議院議員公設秘書を経て平成１５年に岐阜県議会議員初当選（３期）○平成２５年に参議院選挙初当選○国土交通委員会筆頭理事、文教科学委員会筆頭理事、経済産業委員会筆頭理事、ＯＤＡに関する特別委員会理事○平成２８年８月国土交通大臣政務官。安全・危機管理及び海上保安関係施策並びに道路、海事、港湾及び国際関係施策を担当○自民党副幹事長、経済産業部会副部会長を歴任○現在予算委員会理事、災害対策特別委員会筆頭理事、国土交通委員会委員、参議院自民党国会対策筆頭副委員長、政策審議会ワクチンパスポートＰＴ座長、地方組織・議員総局次長、運輸交通関係団体副委員長、航空対策特別委員会事務局次長,/japanese/joho1/kousei/giin/profile/7013013.htm
岐阜県,渡辺　　猛之,わたなべ　たけゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010055.jpg,自由民主党,昭和４３年４月１８日生、岐阜県加茂郡八百津町出身。岐阜県立加茂高等学校、名古屋大学経済学部卒業。平成４年、財団法人松下政経塾入塾（第１３期生）。平成７年、同塾卒業後、２６歳で岐阜県議会議員に初当選。以後通算４期当選。在任中は、自民党岐阜県連副幹事長、岐阜県商工会青年部連合会会長、岐阜県商工政治連盟会長、県監査委員、県政自民クラブ幹事長を歴任。平成２２年７月、参議院議員初当選○農林水産委員長、政治倫理の確立及び選挙制度に関する特別委員長、参議院自民党筆頭副幹事長、国土交通副大臣兼内閣府副大臣兼復興副大臣を歴任○現在議院運営委員会筆頭理事。環境委員,/japanese/joho1/kousei/giin/profile/7010055.htm
静岡県,榛葉　賀津也,しんば　かづや,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7001027.jpg,国民民主党・新緑風会,昭和４２年４月２５日静岡県菊川市生まれ○静岡県立掛川西高等学校卒業後、米国オハイオ州オタバイン大学政治学部及び国際問題研究学部卒業。在学中にイスラエル国立テルアビブ大学に１年間留学。イスラエル国立エルサレム・ヘブライ大学大学院に２年間留学○菊川町議会議員を経て、平成１３年第１９回参議院議員選挙にて初当選。以降、令和元年第２５回参議院議員選挙において４期連続当選○内閣委員長、外交防衛委員長、沖縄及び北方問題に関する特別委員長、政治倫理の確立及び選挙制度に関する特別委員長、図書小委員長、議院運営委員会筆頭理事、外交防衛委員会筆頭理事、予算委員会理事、国家基本政策委員会理事○防衛副大臣（鳩山内閣、菅内閣）、外務副大臣（第３次野田内閣）○参議院党国会対策委員長、参議院党幹事長○現在国民民主党幹事長○お茶振興議員連盟会長、静岡県馬術連盟会長、静岡県野球連盟一級審判員、リアルジャパンプロレス・コミッショナー,/japanese/joho1/kousei/giin/profile/7001027.htm
静岡県,牧野　たかお[牧野　　京夫],まきの　たかお,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007054.jpg,自由民主党,昭和３４年１月１日静岡県島田市（旧金谷町）生まれ。昭和５７年早稲田大学法学部卒業○テレビ静岡報道部記者・デスク○平成７年静岡県議会議員初当選、３期連続当選○平成１９年７月参議院議員初当選。農林水産委員会委員、財政金融委員会委員、決算委員会委員、予算委員会委員、国土交通委員長、経済産業委員会理事、災害対策特別委員長、議院運営委員会筆頭理事○自由民主党水産部会部会長、情報調査会次長、外務大臣政務官、国土交通副大臣を歴任○現在自由民主党幹事長代理、総務委員会委員○著書「住民投票はなぜ否決されたのか」（ぎょうせい）,/japanese/joho1/kousei/giin/profile/7007054.htm
静岡県,平山　佐知子,ひらやま　さちこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016033.jpg,各派に属しない議員,１９７１年（昭和４６年）１月３日生まれ。金沢高等学校卒業後、日本福祉大学女子短期大学部保育科卒業○短大卒業後、河合楽器製作所入社。その後、モデル、リポーターの仕事を経て、１９９１年４月からＮＨＫ静岡放送局の契約キャスターとして、夕方の報道番組「たっぷり静岡」等に１６年間出演。番組内で生活、文化、教育、経済などの企画を担当し、県内各地を取材する。２０１５年４月からフリーアナウンサーとして、様々な番組、企画などに出演するとともに、これまでの経験を生かしたキャリア研修会、講演会、シンポジウムなどを手がける○著書『「平和」を見つめる』,/japanese/joho1/kousei/giin/profile/7016033.htm
静岡県,若林　　洋平,わかばやし　ようへい,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022043.jpg,自由民主党,昭和４６年１２月２４日茨城県水戸市生まれ。茨城県立緑岡高校、埼玉大学理学部化学科卒業。平成９年大正製薬株式会社医薬部勤務。平成１３年より社団法人有隣厚生会富士病院に勤務し、富士病院、医療法人駿東育愛会駿東共立産婦人科医院、社団法人有隣厚生会富士小山病院で事務長を務める。平成１８年御殿場青年会議所青年育成委員会委員長及び副理事長を務め、平成２１年２月、３７歳で静岡県の御殿場市長に初当選。４期当選を果たした後、令和３年自由民主党静岡県参議院選挙区第２支部長に就任。令和４年７月に参議院議員に初当選,/japanese/joho1/kousei/giin/profile/7022043.htm
愛知県,大塚　　耕平,おおつか　こうへい,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7001013.jpg,国民民主党・新緑風会,昭和３４年１０月５日、名古屋市生まれ。愛知県立旭丘高校、早稲田大学政経学部を経て、日本銀行入行。金融政策の運営や経済分析等を担当し、平成１２年末、政策委員会室調査役を最後に同行退職。平成１３年７月参議院議員に初当選○日銀在職中に早稲田大学大学院博士課程を修了し、博士号を取得（学術、専門はマクロ経済学）○内閣府副大臣（担当は金融、郵政改革、地域主権、規制改革、経済財政、拉致問題等）、厚生労働副大臣を歴任○現在参議院財政金融委員。国民民主党代表代行兼政務調査会長。早稲田大学総合研究機構客員教授、藤田医科大学医学部客員教授を務めるほか、日本財政学会に所属○著書に「公共政策としてのマクロ経済政策」（成文堂）、「３．１１大震災と厚労省」（丸善出版）、「『賢い愚か者』の未来」（早稲田大学出版部）、「仏教通史」、「四国霊場と般若心経」（大法輪閣）、「愛知四国霊場の旅」（中日新聞社）など,/japanese/joho1/kousei/giin/profile/7001013.htm
愛知県,酒井　　庸行,さかい　やすゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013024.jpg,自由民主党,昭和２７年２月１４日愛知県刈谷市生まれ。私立南山中高等学校を経て、昭和５０年日本大学芸術学部放送学科卒業。民間企業でサラリーマンを経験。平成７年愛知県刈谷市議会議員に初当選。平成１５年愛知県議会議員に初当選（３期連続）。県議会において議会進行係をはじめ、警察委員会、地域振興環境委員会、総務委員会の各委員長等を歴任○平成２５年７月の第２３回参議院議員選挙愛知県選挙区で初当選○平成２６年９月国土交通部会副部会長、平成２７年１０月内閣府大臣政務官、平成２８年８月自民党副幹事長、平成３０年１０月自民党政務調査会副会長、令和２年９月参議院自民党国会対策副委員長、令和４年８月内閣委員長○現在財政金融委員長、政府開発援助等及び沖縄・北方問題に関する特別委員会委員,/japanese/joho1/kousei/giin/profile/7013024.htm
愛知県,田島　麻衣子,たじま　まいこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019024.jpg,立憲民主・社民,昭和５１年１２月２０日東京都生まれ。平成１１年青山学院大学国際政治経済学部卒。米国公認会計士の資格取得後、新日本監査法人に入社。多国籍企業の監査や独法の業務効率化を担当。平成１５年ＮＧＯ　ＪＥＮに参加。イラク戦争難民のヘルスケア支援に従事。平成１７年英オックスフォード大学院にて国際開発・人道支援の分野で修士号取得。平成１８年国連世界食糧計画（ＷＦＰ）入所。平成１９年より同ラオス事務所にて貧困で教育の機会を奪われた子どもたちとその家族を支援する学校給食プログラムを主導。平成２３年同イタリア本部で人道支援の効果測定を担当し、その後アルメニアにてテレワークで同機関全体の予算編成を担当。平成２９年同カイロ中東地域事務所勤務後、同ヨハネスブルグ南アフリカ地域事務所にて地域モニタリングアドバイザーを務める等１０年以上国連職員として人道支援の最前線に立つ○著書「世界で働くひとになる」他,/japanese/joho1/kousei/giin/profile/7019024.htm
愛知県,安江　　伸夫,やすえ　のぶお,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019038.jpg,公明党,１９８７年６月２６日愛知県名古屋市に生まれる○愛知県立半田高等学校を経て２００９年創価大学卒業。同法科大学院を修了した２０１３年、司法試験に合格○２０１４年１２月、愛知県弁護士会に登録。愛知県弁護士会高齢者・障害者総合支援センター委員、愛知中小企業家同友会会員、日本交通法学会会員を歴任○現在公明党学生局長、青年委員会副委員長、中央規律委員会委員、愛知県本部副代表、国会対策副委員長、内閣部会副部会長、農林水産部会副部会長。裁判官弾劾裁判所裁判員。参議院農林水産委員会委員、消費者問題に関する特別委員会理事、憲法審査会委員○法務博士、防災士○著書「空き地・空き家をめぐる法律実務」「３１歳。明日への挑戦。」,/japanese/joho1/kousei/giin/profile/7019038.htm
愛知県,伊藤　　孝恵,いとう　たかえ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016006.jpg,国民民主党・新緑風会,昭和５０年６月３０日生まれ、名古屋市出身／犬山市在住○荻須学園ひまわり幼稚園、犬山市立犬山北小学校、私立金城学院中学校、金城学院高等学校、金城学院大学文学部国文学科卒業○平成１０年、テレビ大阪入社。営業局を経て報道スポーツ局に配属。大阪府警記者クラブで事件事故を取材する傍ら、ドキュメンタリー番組を制作。若年無業者（ニート）問題を提起した番組で第１回ＴＸＮドキュメンタリー大賞受賞○平成１８年、資生堂を経てリクルート入社。マーケティング局でマスメディアの買い付けや結婚情報誌等のＣＭを制作○平成２８年７月、同社在職育休中に公募から出馬、初当選。日本初の育休中の国政出馬には、当時、多くの批判的な声が寄せられた○現在党子ども・子育て・若者政策調査会長、超党派ママパパ議員連盟事務局長、生殖補助医療の在り方を考える議員連盟事務局長,/japanese/joho1/kousei/giin/profile/7016006.htm
愛知県,斎藤　　嘉隆,さいとう　よしたか,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010027.jpg,立憲民主・社民,１９６３年２月１８日愛知県名古屋市生まれ。名古屋市立菊里高等学校を経て、１９８５年愛知教育大学教育学部を卒業。同年４月名古屋市立小学校教諭、以降１７年間教壇に立つ。在職中若手教員海外研修事業により豪州へ派遣される。名古屋市教育研究員として筑波大学付属中学校へ内地留学。２００７年愛知県教員組合執行委員長、同年連合愛知副会長、同政策委員長を務める。２００９年名古屋市教育委員会教育センター指導主事○２０１０年参議院選挙愛知選挙区から立候補し初当選○２０１６年同選挙区から再選、文教科学委員会理事、経済産業委員長、環境委員長、国土交通委員長、議院運営委員会筆頭理事、党文部部会長等歴任○現在党愛知県連代表、党参院国対委員長,/japanese/joho1/kousei/giin/profile/7010027.htm
愛知県,里見　　隆治,さとみ　りゅうじ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016020.jpg,公明党,昭和４２年１０月１７日大阪市生まれ、関西創価高校を経て、平成３年東京大学経済学部卒業○平成３年労働省入省○在英国日本国大使館一等書記官、厚生労働省国会連絡室長、内閣官房地域活性化統合事務局参事官、厚生労働省大臣官房参事官等を歴任、トヨタ自動車（株）（官民交流）を経て、平成２７年退官○平成２８年参議院愛知選挙区初当選、令和４年再選○参議院議院運営委員会理事、決算委員会理事、国民生活・経済調査会理事、予算委員、経済産業委員、財政金融委員、国土交通委員、農林水産委員、内閣委員等及び裁判官訴追委員を歴任○公明党労働局長、同決算・行政監視部会長、同経済産業部会長代理等を歴任○現在経済産業大臣政務官・内閣府大臣政務官・復興大臣政務官。公明党愛知県本部代表。日本語教育推進議員連盟事務局長、協同労働推進議員連盟事務局長。防災士、認知症サポーター○著書「愛知の未来をつくる」「愛知から日本の未来をひらく」,/japanese/joho1/kousei/giin/profile/7016020.htm
愛知県,藤川　　政人,ふじかわ　まさひと,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010046.jpg,自由民主党,昭和３５年７月８日愛知県扶桑町生まれ。愛知県立丹羽高等学校を経て昭和５８年南山大学経営学部を卒業○同年扶桑町教育委員会社会教育課に勤務。その後同総務部企画財政課に配属○平成１１年４月愛知県議会議員選挙初当選。以降３期務めるなか自民党愛知県連青年局長、自民党愛知県議員団政務調査会長、愛知県議会総務県民委員長、自民党愛知県連政務調査会長などを歴任○平成２２年７月参議院議員選挙初当選○これまでに財務副大臣、総務大臣政務官、財政金融委員長、内閣委員会筆頭理事、総務委員会筆頭理事、憲法審査会幹事、自民党副幹事長、自民党愛知県連会長、自民党情報通信戦略調査会副会長、自民党総務部会長代理、自民党治安テロ調査会副会長、自民党Ｇ空間情報活用推進特別委員会事務局長などを歴任○現在予算委員会筆頭理事、参議院自民党国会対策委員長代理、自民党愛知県連最高顧問,/japanese/joho1/kousei/giin/profile/7010046.htm
三重県,吉川　ゆうみ[吉川　　有美],よしかわ　ゆうみ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013063.jpg,自由民主党,昭和４８年９月４日、三重県桑名市生まれ。東京農業大学農学部国際農業開発学科卒業、東京農工大学大学院修士課程農学研究科修了。平成１２年（株）農業食品監査システム入社、テュフ　ラインランド　ジャパン（株）（ドイツの審査機関）、（株）日本環境認証機構にて、国際認証等のコンサルタントや審査、研修業務等に従事。平成１９年（株）三井住友銀行入行、上席部長代理として、金融商品開発、国内外の企業支援や海外展開業務、省庁における委員会、セミナー等の業務を行う。平成２５年参議院三重県選挙区にて初当選。自民党女性局長代理、文教科学委員長、経済産業大臣政務官兼内閣府大臣政務官（万博担当）などを歴任○現在外務大臣政務官,/japanese/joho1/kousei/giin/profile/7013063.htm
三重県,山本　佐知子,やまもと　さちこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022041.jpg,自由民主党,昭和４２年１０月２４日生まれ。神戸大学法学部法律学科卒業、米オハイオ大学院修了。住友銀行勤務を経て、旅行観光業に約２０年間従事。「明治日本の産業革命遺産」の世界遺産登録に関わる。平成２８年参院選三重県選挙区から自民党公認で立候補するも惜敗。団体職員を経て、平成３１年三重県議会議員選挙（桑名市桑名郡選挙区）にて当選。令和４年７月参議院議員選挙（三重県選挙区）にて初当選。自民党三重県連女性局長。三重県議会議員時代には観光政策、中小企業や小規模事業者の経営振興、農業基盤整備事業、漁業環境保全など地域活性化の促進のために地域の産業を支援し、県とのパイプ役に徹する,/japanese/joho1/kousei/giin/profile/7022041.htm
滋賀県,嘉田　由紀子,かだ　ゆきこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019012.jpg,国民民主党・新緑風会,１９５０年５月１８日、埼玉県本庄市の養蚕農家生まれ。熊谷女子高校卒、京都大学農学部卒、京都大学大学院博士後期課程修了、米ウィスコンシン大学大学院修士課程修了、京都大学農学博士。京大探検部員としてアフリカ調査で水と環境の価値発見。日本では滋賀の歴史・琵琶湖の美しさに感動、琵琶湖研究開始。仕事と子育ての両立に奮闘しながら滋賀県職員として琵琶湖博物館の創設に携わった。京都精華大学教授を経て２００６年公共事業を見直し人に投資する「もったいない政策」で滋賀県知事に初当選。２０１０年過去最多得票で再選。出生率向上や高齢者の寿命日本一、ダムだけに頼らない流域治水政策を実現。２０１４年勇退、びわこ成蹊スポーツ大学学長。編著書は『命をつなぐ政治を求めて』『環境社会学』など多数。元環境社会学会会長。世界各国でのフィールドワーク研究に基づく比較社会学的観点から政策を提案。２０１９年滋賀県選挙区より初当選,/japanese/joho1/kousei/giin/profile/7019012.htm
滋賀県,こやり　隆史[小鑓　隆史],こやり　たかし,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016017.jpg,自由民主党,昭和４１年９月９日滋賀県大津市生まれ。大津市立仰木小学校、同堅田中学校、昭和６０年３月滋賀県立膳所高等学校卒業。平成４年３月京都大学大学院物理工学専攻修了。平成１４年１１月インペリアル・カレッジ・大学院修了。平成４年４月通商産業省入省。平成２１年６月ジェトロ・ヒューストンセンター次長。平成２６年２月内閣参事官（日本経済再生本部事務局）退職。平成２６年滋賀県知事選挙に立候補。平成２６年１１月国立大学法人東京工業大学特任教授。平成２７年９月第２４回参議院選挙初当選○現在厚労委理事、消費者特委筆頭理事、外交・安保調査会理事、情報監視審査会委員、党副幹事長、内閣第二部会長代理、総合エネルギー戦略調査会事務局次長、中小企業・小規模事業者政策調査会副幹事長、知的財産戦略調査会事務局次長、党改革実行本部幹事、観光立国調査会幹事,/japanese/joho1/kousei/giin/profile/7016017.htm
京都府,倉林　　明子,くらばやし　あきこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013020.jpg,日本共産党,１９６０年１２月３日福島県西会津町生まれ○京都市立看護短期大学卒業○１９８２年から看護師として右京病院（現・京都民医連中央病院）に勤務。同年、京都民主医療機関労働組合西支部書記長、京都医療労働組合連合会執行委員。１９８４年から京都府看護協会会員委員。１９９４年、京都府会議員補欠選挙（中京区・欠員１）に立候補し当選。１９９５年京都市会議員選挙（中京区）に立候補し、当選。以後、９９年、０３年、０７年、１１年の５期連続当選。２００１年、京都市会運営委員会理事。２００２年より日本共産党京都市会議員団幹事長など歴任。２０１０年２月、日本共産党中央委員に選出。２０１３年６月京都市会議員を辞職。同年７月、参議院京都選挙区で初当選○現在厚生労働委員会委員、行政監視委員会理事、消費者問題特別委員会委員。党幹部会副委員長、ジェンダー平等委員会責任者,/japanese/joho1/kousei/giin/profile/7013020.htm
京都府,西田　　昌司,にしだ　しょうじ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007044.jpg,自由民主党,昭和３３年９月１９日京都市に生まれ、市立塔南高校を経て、同５６年３月滋賀大学経済学部卒業。同年９月森金次郎税理士事務所勤務、同５９年１２月税理士試験合格、同６２年４月西田昌司税理士事務所開設○平成２年４月３１歳で京都府議会議員に当選、５期を務める。その間自由民主党京都府議会議員団代表幹事・同全国青年議員連盟会長○平成１９年第２１回参議院京都選挙区にて当選○議院運営委員会庶務小委員長・予算委員会理事・原子力、地方・消費者問題各特別委員長・財政金融、厚生労働、法務委員会、決算委員会各筆頭理事○参議院自由民主党政策審議会長代理・党国会対策委員長代行・党税制調査会幹事・京都府支部連合会会長○著書に「政論（Ⅰ）（Ⅱ）―保守の原点を問う―」、共著「保守誕生―日本を陥没から救え―」、「総理への直言」、「財務省からアベノミクスを救う」,/japanese/joho1/kousei/giin/profile/7007044.htm
